,listing_id,month,price
4086353,20179430,2,50.0
4087221,20184375,2,89.0
4088269,20186480,1,108.0
4090503,20187296,1,72.0
4090532,20187296,2,72.0
4090946,20026016,4,155.0
4091181,20026016,7,149.0
4091212,20026016,8,150.0
4091788,20026132,1,200.0
4091817,20026132,2,200.0
4092016,20026132,3,175.0
4092100,20026132,5,175.0
4092130,20026132,6,175.0
4092161,20026132,7,225.0
4092192,20026132,8,175.0
4092222,20026132,9,175.0
4092253,20026132,10,225.0
4092283,20026132,11,175.0
4092289,20026132,12,175.0
4093496,20188400,1,150.0
4093525,20188400,2,150.0
4093556,20188400,3,150.0
4093699,20082113,2,47.0
4093829,20188400,4,150.0
4093860,20188400,5,150.0
4094095,20082113,3,47.0
4094125,20082113,4,75.0
4094156,20082113,5,75.0
4094274,20082113,6,75.0
4094305,20082113,7,47.0
4094611,20082113,8,47.0
4094672,20082113,9,47.0
4094703,20082113,10,47.0
4094733,20082113,11,47.0
4094739,20082113,12,47.0
4095787,20190724,1,108.0
4095816,20190724,2,108.0
4096819,20030484,1,95.0
4097375,20192872,1,130.0
4097404,20192872,2,130.0
4097460,20030484,3,115.0
4097750,20030484,8,115.0
4097855,20192872,3,130.0
4097885,20192872,4,130.0
4097916,20192872,5,130.0
4097946,20192872,6,130.0
4097977,20192872,7,130.0
4098008,20192872,8,130.0
4098153,20192872,9,130.0
4098184,20192872,10,130.0
4098214,20192872,11,130.0
4098220,20192872,12,130.0
4098676,20197910,1,140.0
4098705,20197910,2,140.0
4098839,20197910,3,140.0
4098891,20197910,4,140.0
4098922,20197910,5,140.0
4098983,20030617,4,175.0
4099407,20087983,1,225.0
4099436,20087983,2,225.0
4099844,20199585,1,275.0
4099904,20199585,3,275.0
4101520,20203218,2,70.0
4102981,20203756,5,99.0
4103011,20203756,6,99.0
4103042,20203756,7,99.0
4103073,20203756,8,99.0
4104374,20089598,8,110.0
4104404,20089598,9,110.0
4104435,20089598,10,110.0
4104577,20089598,11,110.0
4104583,20089598,12,110.0
4106116,20208490,4,750.0
4107232,20211135,1,210.0
4107261,20211135,2,210.0
4108494,20092904,1,85.0
4108624,20092904,2,85.0
4108952,20092904,3,78.0
4108982,20092904,4,86.0
4109013,20092904,5,85.0
4109043,20092904,6,85.0
4109362,20092904,7,88.0
4109395,20092904,8,68.0
4109425,20092904,9,85.0
4109456,20092904,10,85.0
4109486,20092904,11,74.0
4109492,20092904,12,100.0
4113753,20101951,2,165.0
4113878,20101951,3,175.0
4113939,20101951,5,175.0
4113969,20101951,6,175.0
4114220,20101951,7,180.0
4114251,20101951,8,175.0
4114418,20101951,9,175.0
4114449,20101951,10,180.0
4114479,20101951,11,175.0
4114485,20101951,12,175.0
4115218,20220972,3,146.0
4115248,20220972,4,158.0
4115279,20220972,5,195.0
4115309,20220972,6,194.0
4115340,20220972,7,280.0
4115371,20220972,8,270.0
4115401,20220972,9,185.0
4115432,20220972,10,157.0
4115462,20220972,11,163.0
4115468,20220972,12,231.0
4115908,20221286,1,159.0
4119144,20113545,1,139.0
4119173,20113545,2,139.0
4119616,20113545,3,139.0
4119646,20113545,4,139.0
4119677,20113545,5,139.0
4119707,20113545,6,139.0
4119800,20113545,7,139.0
4120096,20113545,8,139.0
4120126,20113545,9,139.0
4120157,20113545,10,139.0
4120187,20113545,11,139.0
4120193,20113545,12,139.0
4124296,20229587,5,79.0
4124998,20229961,2,195.0
4125374,20115400,4,149.0
4126344,20232108,1,218.0
4126373,20232108,2,218.0
4126393,20115400,12,149.0
4126416,20232108,3,178.0
4126446,20232108,4,178.0
4126477,20232108,5,178.0
4126507,20232108,6,178.0
4126538,20232108,7,218.0
4126569,20232108,8,178.0
4126599,20232108,9,178.0
4126630,20232108,10,218.0
4126660,20232108,11,178.0
4126666,20232108,12,178.0
4128100,20283047,1,300.0
4128312,20283047,2,300.0
4128874,20239660,11,159.0
4128880,20239660,12,159.0
4130174,20240264,1,75.0
4130203,20240264,2,75.0
4135568,20302453,1,89.0
4135695,20302453,2,89.0
4135726,20302453,3,89.0
4136366,20302603,3,250.0
4136564,20302603,5,175.0
4136737,20259345,6,105.0
4137012,20259345,8,105.0
4137042,20259345,9,105.0
4137073,20259345,10,105.0
4137103,20259345,11,105.0
4137109,20259345,12,105.0
4140303,20305007,1,54.0
4140332,20305007,2,65.0
4140363,20305007,3,65.0
4140534,20305007,4,94.0
4140565,20305007,5,70.0
4141289,20135195,12,125.0
4142876,20313222,3,195.0
4144506,20313222,9,195.0
4144537,20313222,10,150.0
4144567,20313222,11,150.0
4144573,20313222,12,150.0
4146579,20314628,2,260.0
4147962,20315084,1,203.0
4148069,20315084,3,203.0
4154455,20436899,2,139.0
4155737,20158135,1,90.0
4155766,20158135,2,90.0
4155837,20158135,3,91.0
4155867,20158135,4,95.0
4155898,20158135,5,99.0
4158349,20445272,1,250.0
4158378,20445272,2,250.0
4161312,20325871,1,119.0
4161341,20325871,2,119.0
4161372,20325871,3,119.0
4161415,20160821,1,120.0
4161452,20325871,4,119.0
4161455,20160821,2,120.0
4161495,20325871,5,119.0
4161525,20325871,6,119.0
4161556,20325871,7,119.0
4161587,20325871,8,119.0
4161617,20325871,9,120.0
4161648,20325871,10,126.0
4161678,20325871,11,127.0
4161684,20325871,12,127.0
4161748,20160821,3,120.0
4161778,20160821,4,120.0
4161809,20160821,5,125.0
4165342,20349480,1,170.0
4165371,20349480,2,170.0
4165402,20349480,3,170.0
4165432,20349480,4,170.0
4165463,20349480,5,170.0
4167466,20351701,1,125.0
4167495,20351701,2,272.0
4167526,20351701,3,240.0
4167872,20351710,2,70.0
4171718,20368894,1,169.0
4171747,20368894,2,169.0
4172255,20368894,3,149.0
4172285,20368894,4,149.0
4172344,20368894,5,149.0
4173465,20465459,1,173.0
4173494,20465459,2,173.0
4173525,20465459,3,162.0
4173555,20465459,4,229.0
4173586,20465459,5,341.0
4173616,20465459,6,235.0
4173647,20465459,7,257.0
4173678,20465459,8,218.0
4175026,20469774,1,250.0
4175055,20469774,2,250.0
4177306,20169982,4,320.0
4179371,20389972,2,85.0
4179549,20389972,3,84.0
4179663,20389972,4,120.0
4179724,20389972,6,120.0
4179755,20389972,7,120.0
4179786,20389972,8,120.0
4179987,20389972,9,120.0
4180457,20396714,4,250.0
4182038,20400133,7,117.0
4182069,20400133,8,117.0
4182436,20400133,9,117.0
4182467,20400133,10,117.0
4182497,20400133,11,117.0
4182503,20400133,12,117.0
4182999,20400476,5,165.0
4183780,20400900,6,150.0
4183811,20400900,7,165.0
4183842,20400900,8,150.0
4183872,20400900,9,150.0
4184149,20400900,10,165.0
4184179,20400900,11,150.0
4184185,20400900,12,150.0
4186090,20405959,2,102.0
4186201,20595502,9,200.0
4186232,20595502,10,200.0
4186262,20595502,11,200.0
4186268,20595502,12,200.0
4186350,20405959,3,110.0
4186380,20405959,4,94.0
4186411,20405959,5,125.0
4186441,20405959,6,120.0
4186472,20405959,7,120.0
4186503,20405959,8,120.0
4186584,20405959,9,120.0
4186761,20596974,1,100.0
4186905,20596974,2,100.0
4187120,20596974,3,100.0
4187150,20596974,4,100.0
4187181,20596974,5,101.0
4188172,20597844,2,150.0
4188255,20490167,5,120.0
4188469,20490167,6,120.0
4188510,20490167,7,120.0
4188541,20490167,8,120.0
4188571,20490167,9,120.0
4188602,20490167,10,120.0
4188632,20490167,11,120.0
4188638,20490167,12,120.0
4188824,20415337,2,199.0
4188902,20490866,1,125.0
4188931,20490866,2,125.0
4188962,20490866,3,125.0
4188992,20490866,4,135.0
4189023,20490866,5,135.0
4189135,20490866,7,185.0
4191929,20498694,1,103.0
4191958,20498694,2,100.0
4191989,20498694,3,100.0
4192050,20498694,5,100.0
4192080,20498694,6,100.0
4192111,20498694,7,100.0
4192142,20498694,8,100.0
4192172,20498694,9,100.0
4192203,20498694,10,100.0
4192233,20498694,11,100.0
4192239,20498694,12,100.0
4196122,20511446,1,375.0
4196151,20511446,2,375.0
4196182,20511446,3,375.0
4196338,20511446,4,375.0
4196369,20511446,5,462.0
4196658,20611769,12,250.0
4199531,20516768,1,69.0
4199560,20516768,2,71.0
4199621,20516768,4,65.0
4199652,20516768,5,65.0
4199682,20516768,6,65.0
4199713,20516768,7,65.0
4199896,20522198,1,400.0
4199925,20522198,2,400.0
4199956,20522198,3,400.0
4199986,20522198,4,400.0
4200017,20522198,5,400.0
4201615,20612956,1,190.0
4201644,20612956,2,190.0
4203331,20613476,5,135.0
4204647,20433445,1,300.0
4204676,20433445,2,300.0
4206175,20433472,1,185.0
4206204,20433472,2,185.0
4206235,20433472,3,140.0
4206265,20433472,4,140.0
4206296,20433472,5,140.0
4206326,20433472,6,140.0
4206357,20433472,7,185.0
4206388,20433472,8,140.0
4206659,20434540,1,410.0
4206688,20434540,2,410.0
4206719,20434540,3,410.0
4206749,20434540,4,410.0
4206780,20434540,5,410.0
4207431,21005123,1,640.0
4207460,21005123,2,640.0
4207566,20549160,3,156.0
4207596,20549160,4,224.0
4207627,20549160,5,336.0
4207657,20549160,6,229.0
4207688,20549160,7,252.0
4207719,20549160,8,212.0
4208715,21005123,11,450.0
4208721,21005123,12,450.0
4210448,20756989,3,156.0
4210478,20756989,4,224.0
4210509,20756989,5,336.0
4210569,20756989,6,229.0
4210600,20756989,7,252.0
4210631,20756989,8,212.0
4210950,20560877,2,115.0
4213157,20757739,1,250.0
4213186,20757739,2,250.0
4213690,20621604,1,198.0
4213826,20621604,2,190.0
4213857,20621604,3,234.0
4214013,20621604,5,238.0
4215566,20627419,5,150.0
4215596,20627419,6,150.0
4215663,20627419,7,180.0
4215694,20627419,8,150.0
4215724,20627419,9,150.0
4215928,20627419,10,180.0
4215958,20627419,11,150.0
4215964,20627419,12,150.0
4217036,20577620,1,185.0
4217065,20577620,2,185.0
4219996,20582373,1,55.0
4220025,20582373,2,55.0
4221534,20632510,2,240.0
4221565,20632510,3,240.0
4221946,20632510,5,240.0
4222249,20632510,6,240.0
4222311,20632510,8,240.0
4222341,20632510,9,240.0
4222639,20632510,10,246.0
4222669,20632510,11,240.0
4222675,20632510,12,243.0
4224197,20777194,4,100.0
4224228,20777194,5,100.0
4224869,20777486,1,100.0
4224898,20777486,2,100.0
4226206,20882017,1,195.0
4226235,20882017,2,195.0
4231921,20791949,1,85.0
4231950,20791949,2,185.0
4231981,20791949,3,140.0
4232617,20791949,4,140.0
4232648,20791949,5,140.0
4232678,20791949,6,140.0
4232709,20791949,7,185.0
4232740,20791949,8,140.0
4235449,20792976,1,65.0
4235478,20792976,2,65.0
4235509,20792976,3,65.0
4235539,20792976,4,65.0
4235707,20792976,5,65.0
4235737,20792976,6,75.0
4235768,20792976,7,65.0
4235957,20792976,8,65.0
4236002,20792976,9,65.0
4236033,20792976,10,65.0
4236063,20792976,11,65.0
4236069,20792976,12,65.0
4236486,20793220,1,45.0
4236515,20793220,2,55.0
4236546,20793220,3,55.0
4236833,20793220,4,55.0
4236864,20793220,5,55.0
4236894,20793220,6,75.0
4237282,20793220,7,60.0
4237313,20793220,8,55.0
4237343,20793220,9,55.0
4237374,20793220,10,60.0
4237404,20793220,11,55.0
4237410,20793220,12,55.0
4237428,20651079,7,124.0
4237459,20651079,8,124.0
4237532,20651079,9,124.0
4237563,20651079,10,124.0
4237593,20651079,11,124.0
4237599,20651079,12,124.0
4240488,20805321,1,90.0
4240517,20805321,2,90.0
4241097,20806966,1,299.0
4241126,20806966,2,299.0
4241213,20910770,3,72.0
4241274,20910770,5,76.0
4241304,20910770,6,68.0
4241335,20910770,7,68.0
4241366,20910770,8,68.0
4241396,20910770,9,68.0
4241427,20910770,10,68.0
4241457,20910770,11,68.0
4241463,20910770,12,68.0
4241488,20806966,3,299.0
4241518,20806966,4,450.0
4241549,20806966,5,299.0
4241579,20806966,6,299.0
4241610,20806966,7,299.0
4241641,20806966,8,299.0
4241671,20806966,9,299.0
4241702,20806966,10,299.0
4241732,20806966,11,299.0
4241741,20806966,12,299.0
4242604,20913032,1,100.0
4242633,20913032,2,100.0
4242664,20913032,3,95.0
4242694,20913032,4,95.0
4242725,20913032,5,95.0
4243183,20913032,6,95.0
4243214,20913032,7,100.0
4243245,20913032,8,95.0
4243275,20913032,9,95.0
4243306,20913032,10,100.0
4243336,20913032,11,95.0
4243342,20913032,12,95.0
4243438,20914738,1,125.0
4243659,20914738,2,125.0
4243705,20914738,3,125.0
4243735,20914738,4,150.0
4243766,20914738,5,125.0
4243847,20808175,3,311.0
4243981,20808175,4,333.0
4244012,20808175,5,406.0
4244042,20808175,6,333.0
4244073,20808175,7,450.0
4244104,20808175,8,450.0
4244134,20808175,9,369.0
4244165,20808175,10,373.0
4244195,20808175,11,271.0
4245841,20922280,1,124.0
4245870,20922280,2,155.0
4245901,20922280,3,155.0
4246217,20922280,5,200.0
4246247,20922280,6,175.0
4246737,20922280,7,200.0
4246798,20922280,9,175.0
4246963,20923339,1,102.0
4246992,20923339,2,102.0
4247023,20923339,3,102.0
4248720,20669946,3,250.0
4248784,20669946,5,250.0
4248897,20816136,1,225.0
4248926,20816136,2,225.0
4248957,20816136,3,195.0
4248987,20816136,4,400.0
4249018,20816136,5,195.0
4250392,20927995,1,189.0
4251514,20824468,3,450.0
4251544,20824468,4,450.0
4251575,20824468,5,450.0
4251605,20824468,6,450.0
4251636,20824468,7,470.0
4251667,20824468,8,450.0
4252678,20929469,8,175.0
4253857,20826986,2,375.0
4253954,20826986,4,350.0
4253985,20826986,5,375.0
4254046,20826986,7,350.0
4254107,20826986,9,375.0
4254138,20826986,10,375.0
4254168,20826986,11,375.0
4254174,20826986,12,375.0
4254595,20829484,1,172.0
4254659,20829484,2,225.0
4254690,20829484,3,225.0
4255287,20829484,8,225.0
4255345,20829484,9,225.0
4255376,20829484,10,225.0
4255406,20829484,11,225.0
4255412,20829484,12,225.0
4258113,20942838,4,175.0
4258144,20942838,5,175.0
4258578,20830948,1,65.0
4258607,20830948,2,65.0
4258638,20830948,3,65.0
4258724,20830948,4,65.0
4258755,20830948,5,65.0
4259694,20944038,1,115.0
4259723,20944038,2,115.0
4259754,20944038,3,115.0
4259802,20944038,4,115.0
4259833,20944038,5,115.0
4259863,20944038,6,115.0
4259894,20944038,7,115.0
4259925,20944038,8,115.0
4259955,20944038,9,115.0
4259986,20944038,10,115.0
4260032,20944038,11,115.0
4260038,20944038,12,115.0
4260700,20952222,1,92.0
4260729,20952222,2,91.0
4261291,20952619,1,225.0
4261767,20952619,2,225.0
4262257,20699588,1,150.0
4262286,20699588,2,250.0
4262635,20953659,1,125.0
4262679,20699588,3,250.0
4262824,20953659,2,125.0
4262855,20953659,3,125.0
4262885,20699588,4,270.0
4262916,20699588,5,270.0
4262946,20699588,6,270.0
4262977,20699588,7,270.0
4262987,20953659,4,125.0
4263018,20953659,5,125.0
4263048,20953659,6,125.0
4263079,20953659,7,125.0
4263110,20953659,8,125.0
4263140,20953659,9,125.0
4263171,20953659,10,125.0
4263204,20699588,8,270.0
4263236,20953659,11,125.0
4263242,20953659,12,125.0
4263403,20699588,9,270.0
4263434,20699588,10,270.0
4263464,20699588,11,270.0
4263470,20699588,12,270.0
4263620,20953740,1,110.0
4263649,20953740,2,110.0
4263680,20953740,3,110.0
4263710,20953740,4,110.0
4263741,20953740,5,110.0
4263930,20838248,3,150.0
4264042,20701838,3,495.0
4264150,20838248,8,155.0
4264271,20953740,6,110.0
4264302,20953740,7,110.0
4264333,20953740,8,110.0
4264363,20953740,9,110.0
4264394,20953740,10,110.0
4264424,20953740,11,110.0
4264430,20953740,12,110.0
4264528,20701838,4,495.0
4266272,20840176,1,665.0
4266301,20840176,2,665.0
4266490,20703443,1,600.0
4267221,20703443,2,600.0
4267635,20958802,1,135.0
4267664,20958802,2,135.0
4270718,20964963,2,68.0
4270749,20964963,3,68.0
4270779,20964963,4,68.0
4270810,20964963,5,68.0
4270840,20964963,6,68.0
4270871,20964963,7,68.0
4270902,20964963,8,68.0
4270932,20964963,9,68.0
4270963,20964963,10,68.0
4270993,20964963,11,68.0
4270999,20964963,12,68.0
4271663,20842114,9,155.0
4271694,20842114,10,155.0
4271724,20842114,11,155.0
4271730,20842114,12,155.0
4272739,20708620,3,95.0
4272800,20708620,5,115.0
4273047,20842273,3,270.0
4273077,20842273,4,450.0
4273108,20842273,5,270.0
4273352,20842273,6,315.0
4274296,20848097,1,299.0
4274325,20848097,2,299.0
4275246,20854417,1,129.0
4275275,20854417,2,129.0
4276573,20857622,1,98.0
4276602,20857622,2,124.0
4276724,20857622,6,115.0
4277064,20857622,8,95.0
4277156,20716206,1,250.0
4277185,20716206,2,250.0
4277916,20857735,4,200.0
4277947,20857735,5,200.0
4278512,20868785,1,169.0
4280803,20723846,2,60.0
4283817,20981331,2,190.0
4284857,20735615,2,250.0
4287504,20736260,2,195.0
4287535,20736260,3,195.0
4287708,20736260,4,295.0
4287739,20736260,5,295.0
4288313,20990249,3,235.0
4288605,20990249,4,235.0
4288636,20990249,5,235.0
4288666,20990249,6,235.0
4288697,20990249,7,235.0
4288728,20990249,8,235.0
4289048,20990249,9,235.0
4289079,20990249,10,235.0
4289109,20990249,11,235.0
4289115,20990249,12,235.0
4289547,20990759,1,110.0
4290171,20990759,4,85.0
4290202,20990759,5,85.0
4290232,20990759,6,85.0
4290263,20990759,7,85.0
4290294,20990759,8,85.0
4290324,20990759,9,85.0
4290355,20990759,10,90.0
4290385,20990759,11,92.0
4290391,20990759,12,92.0
4292958,20995625,7,160.0
4292989,20995625,8,160.0
4294307,20879642,6,180.0
4294338,20879642,7,180.0
4295652,21168227,1,90.0
4295681,21168227,2,90.0
4296016,21168227,4,90.0
4296108,21168227,7,90.0
4296139,21168227,8,90.0
4296169,21168227,9,90.0
4296227,21009564,1,140.0
4296256,21009564,2,144.0
4296287,21009564,3,140.0
4296348,21009564,5,140.0
4296563,21168227,10,90.0
4296593,21168227,11,91.0
4296599,21168227,12,90.0
4296819,21009976,2,325.0
4296850,21009976,3,295.0
4297231,21009976,4,295.0
4297262,21009976,5,295.0
4297292,21009976,6,295.0
4297323,21009976,7,325.0
4297475,21009976,8,295.0
4297549,21009976,9,295.0
4297580,21009976,10,325.0
4297703,21009976,11,295.0
4297709,21009976,12,295.0
4299620,21171261,1,110.0
4299848,21002581,3,156.0
4299921,21002581,4,224.0
4299952,21002581,5,336.0
4299982,21002581,6,229.0
4300013,21002581,7,252.0
4300099,21002581,8,212.0
4300866,21171730,2,189.0
4301047,21171730,3,189.0
4301124,21171730,4,189.0
4301155,21171730,5,189.0
4301185,21171730,6,189.0
4301216,21171730,7,189.0
4301247,21171730,8,189.0
4302577,21019335,2,120.0
4303269,21021371,1,138.0
4303298,21021371,2,148.0
4303468,21021371,5,148.0
4304469,21180046,1,115.0
4304498,21180046,2,115.0
4304529,21180046,3,86.0
4304730,21180046,4,150.0
4304761,21180046,5,86.0
4307289,21021883,2,110.0
4307515,21021883,3,110.0
4307545,21021883,4,110.0
4307576,21021883,5,110.0
4307606,21021883,6,110.0
4307831,21021883,7,110.0
4307862,21021883,8,110.0
4307892,21021883,9,110.0
4307923,21021883,10,110.0
4307953,21021883,11,110.0
4307959,21021883,12,110.0
4308197,21021923,1,499.0
4308283,21021923,2,499.0
4308314,21021923,3,499.0
4308366,21021923,4,599.0
4309162,21022059,1,190.0
4309191,21022059,2,190.0
4309718,21023084,1,149.0
4311295,21023214,1,110.0
4312665,21023299,2,119.0
4313368,21187118,3,191.0
4313488,21187118,5,180.0
4313518,21187118,6,180.0
4313627,21187118,7,180.0
4313658,21187118,8,180.0
4315355,21282877,10,250.0
4315385,21282877,11,250.0
4315391,21282877,12,250.0
4315861,21024509,1,59.0
4315892,21024509,2,55.0
4316001,21188482,1,115.0
4316922,21031437,1,250.0
4316951,21031437,2,250.0
4317118,21031437,3,250.0
4317148,21031437,4,250.0
4317193,21286032,1,450.0
4317222,21286032,2,450.0
4317262,21031437,5,250.0
4317292,21031437,6,250.0
4317476,21286032,3,450.0
4317503,21031437,7,250.0
4317534,21031437,8,250.0
4317564,21031437,9,250.0
4317595,21031437,10,250.0
4317625,21031437,11,250.0
4317631,21031437,12,250.0
4317641,21286032,4,450.0
4317672,21286032,5,450.0
4317702,21286032,6,450.0
4317733,21286032,7,450.0
4318245,21286032,8,450.0
4318275,21286032,9,450.0
4318306,21286032,10,450.0
4318336,21286032,11,450.0
4318342,21286032,12,450.0
4323274,21294358,1,105.0
4323303,21294358,2,105.0
4324359,21299518,1,96.0
4324388,21299518,2,91.0
4324633,21209003,4,89.0
4325393,21300341,3,130.0
4326765,21209632,1,150.0
4329816,21307894,5,300.0
4330662,21307894,8,300.0
4331566,21216480,2,110.0
4332745,21062629,1,300.0
4333046,21062629,2,300.0
4333063,21317969,1,139.0
4333092,21317969,2,139.0
4333123,21317969,3,175.0
4333153,21317969,4,350.0
4333184,21317969,5,275.0
4333214,21317969,6,225.0
4333245,21317969,7,200.0
4333276,21317969,8,200.0
4333306,21317969,9,200.0
4333337,21317969,10,200.0
4333367,21317969,11,200.0
4333373,21317969,12,200.0
4333394,21062629,3,300.0
4333472,21062629,4,300.0
4333535,21062629,5,300.0
4333565,21062629,6,300.0
4333596,21062629,7,300.0
4333686,21062629,8,300.0
4333756,21319088,5,120.0
4334216,21319088,6,120.0
4334247,21319088,7,120.0
4334278,21319088,8,120.0
4334308,21319088,9,120.0
4334385,21065890,1,160.0
4334439,21319088,10,120.0
4334469,21319088,11,120.0
4334475,21319088,12,120.0
4335800,21070432,1,30.0
4335829,21070432,2,30.0
4336348,21070432,4,50.0
4336379,21070432,5,36.0
4337169,21321370,1,675.0
4337198,21321370,2,675.0
4337229,21321370,3,799.0
4337259,21321370,4,799.0
4337290,21321370,5,799.0
4337537,21226334,1,595.0
4337566,21226334,2,595.0
4337597,21226334,3,595.0
4337658,21226334,5,795.0
4337733,21321370,6,799.0
4337764,21321370,7,799.0
4337795,21321370,8,799.0
4337825,21321370,9,799.0
4337856,21226334,7,595.0
4337887,21226334,8,795.0
4337917,21226334,9,595.0
4337948,21226334,10,595.0
4337978,21226334,11,595.0
4337984,21226334,12,595.0
4338649,21321370,10,799.0
4338842,21323668,2,74.0
4339634,21235544,1,80.0
4339663,21235544,2,80.0
4339986,21235544,3,80.0
4340016,21235544,4,80.0
4340047,21235544,5,80.0
4340077,21235544,6,80.0
4340184,21235544,7,80.0
4340215,21235544,8,80.0
4340245,21235544,9,80.0
4340276,21235544,10,80.0
4340306,21235544,11,80.0
4340312,21235544,12,80.0
4340520,21235764,1,105.0
4341301,21324372,1,90.0
4341330,21324372,2,90.0
4342294,21324372,3,80.0
4342324,21324372,4,80.0
4342355,21324372,5,80.0
4342385,21324372,6,80.0
4342416,21324372,7,90.0
4342538,21324372,11,80.0
4342544,21324372,12,80.0
4342904,21327054,2,65.0
4342935,21327054,3,50.0
4342966,21084288,1,209.0
4343132,21084288,2,209.0
4346278,21331374,2,255.0
4346612,21331374,4,255.0
4346643,21331374,5,500.0
4346704,21331374,7,257.0
4347161,21331644,10,100.0
4347191,21331644,11,100.0
4347197,21331644,12,100.0
4352085,21089560,2,41.0
4353121,21250804,2,110.0
4353594,21353774,1,168.0
4353623,21353774,2,168.0
4353654,21353774,3,156.0
4353684,21353774,4,224.0
4353715,21353774,5,336.0
4353887,21353774,6,229.0
4353918,21353774,7,252.0
4353949,21353774,8,212.0
4355721,21257979,1,175.0
4355750,21257979,2,175.0
4355991,21257979,3,175.0
4356021,21257979,4,175.0
4356052,21257979,5,175.0
4357702,21258921,1,120.0
4357762,21258921,3,115.0
4358047,21258921,5,130.0
4360359,21362761,2,166.0
4360390,21362761,3,213.0
4360420,21362761,4,213.0
4361564,21091856,5,139.0
4364530,21261597,5,150.0
4366232,21262769,1,130.0
4366964,21262848,1,75.0
4366993,21262848,2,75.0
4367693,21103093,1,120.0
4367722,21103093,2,120.0
4367807,21264368,1,350.0
4367829,21103093,3,120.0
4367859,21103093,4,750.0
4367899,21264368,2,350.0
4367930,21264368,3,350.0
4367960,21264368,4,325.0
4368245,21103093,5,120.0
4368275,21103093,6,120.0
4368512,21103093,7,120.0
4368543,21103093,8,120.0
4368895,21386753,3,95.0
4368956,21386753,5,110.0
4368986,21386753,6,110.0
4369108,21386753,7,175.0
4369139,21386753,8,125.0
4369169,21386753,9,100.0
4369200,21386753,10,110.0
4369230,21386753,11,125.0
4369236,21386753,12,85.0
4369927,21387035,4,350.0
4370530,21103415,1,250.0
4370559,21103415,2,250.0
4370590,21103415,3,250.0
4371384,21103415,4,250.0
4371415,21103415,5,250.0
4371445,21103415,6,250.0
4371476,21103415,7,250.0
4371507,21103415,8,250.0
4371537,21103415,9,250.0
4371568,21103415,10,250.0
4371598,21103415,11,250.0
4371604,21103415,12,250.0
4372410,21389780,1,395.0
4372439,21389780,2,395.0
4372470,21389780,3,395.0
4372803,21389780,4,395.0
4372834,21389780,5,395.0
4372864,21389780,6,395.0
4372895,21389780,7,395.0
4372926,21389780,8,395.0
4374324,21367099,1,220.0
4374353,21367099,2,220.0
4374471,21108062,2,250.0
4375859,21373169,1,220.0
4375888,21373169,2,220.0
4375919,21373169,3,220.0
4375949,21373169,4,220.0
4375980,21373169,5,220.0
4376010,21373169,6,220.0
4376041,21373169,7,220.0
4376072,21373169,8,220.0
4376102,21373169,9,220.0
4376133,21373169,10,220.0
4376163,21373169,11,220.0
4376169,21373169,12,220.0
4377575,21114452,2,92.0
4378657,21378195,1,115.0
4378686,21378195,2,115.0
4379005,21378195,3,115.0
4379947,21114603,8,300.0
4382245,21405561,1,95.0
4382274,21405561,2,95.0
4382305,21405561,3,95.0
4382335,21405561,4,95.0
4382366,21405561,5,95.0
4382396,21405561,6,95.0
4382427,21405561,7,95.0
4382458,21405561,8,95.0
4382488,21405561,9,95.0
4382519,21405561,10,95.0
4382549,21405561,11,95.0
4382555,21405561,12,95.0
4382609,21118786,1,100.0
4382638,21118786,2,100.0
4382750,21118786,3,100.0
4382858,21118786,5,100.0
4382888,21118786,6,102.0
4389118,21145986,4,250.0
4389149,21145986,5,200.0
4390961,21547047,1,50.0
4390990,21547047,2,50.0
4391646,21149948,4,750.0
4393773,21155862,5,90.0
4395327,21556668,4,220.0
4395358,21556668,5,220.0
4395602,21556688,1,350.0
4395662,21556688,3,375.0
4395692,21556688,4,375.0
4395723,21556688,5,375.0
4395753,21556688,6,375.0
4395884,21155862,7,90.0
4395915,21155862,8,90.0
4396027,21556688,7,375.0
4396058,21556688,8,375.0
4396088,21556688,9,375.0
4396119,21556688,10,375.0
4396149,21556688,11,375.0
4396155,21556688,12,375.0
4396573,21556716,1,600.0
4396739,21556716,2,600.0
4396804,21435103,1,79.0
4396833,21435103,2,79.0
4397001,21435103,3,79.0
4397031,21435103,4,79.0
4397062,21435103,5,79.0
4397137,21556716,3,600.0
4397167,21556716,4,600.0
4397198,21556716,5,600.0
4397228,21556716,6,600.0
4397259,21556716,7,600.0
4397290,21556716,8,600.0
4397320,21556716,9,600.0
4397351,21556716,10,600.0
4397381,21556716,11,600.0
4397387,21556716,12,600.0
4398045,21556987,1,450.0
4398074,21556987,2,450.0
4398105,21556987,3,450.0
4398135,21556987,4,450.0
4398166,21556987,5,450.0
4398196,21556987,6,450.0
4398227,21556987,7,450.0
4398258,21556987,8,450.0
4398288,21556987,9,450.0
4398319,21556987,10,450.0
4398349,21556987,11,450.0
4398355,21556987,12,450.0
4399952,21558102,1,200.0
4401971,21559692,3,168.0
4402001,21559692,4,643.0
4402032,21559692,5,273.0
4402062,21559692,6,207.0
4402305,21561934,2,185.0
4402336,21561934,3,150.0
4402366,21561934,4,350.0
4402397,21561934,5,350.0
4402427,21561934,6,350.0
4402458,21561934,7,350.0
4402489,21561934,8,150.0
4402519,21561934,9,150.0
4402550,21561934,10,185.0
4402580,21561934,11,150.0
