,listing_id,month,price
1622622,8591687,6,99.0
1622653,8591687,7,115.0
1622788,8591687,8,99.0
1622818,8591687,9,99.0
1622849,8591687,10,99.0
1622879,8591687,11,99.0
1622885,8591687,12,99.0
1625040,8759061,1,310.0
1625069,8759061,2,310.0
1625100,8759061,3,280.0
1625130,8759061,4,280.0
1625161,8759061,5,280.0
1625191,8759061,6,280.0
1625222,8759061,7,310.0
1625253,8759061,8,280.0
1625283,8759061,9,280.0
1625314,8759061,10,310.0
1625344,8759061,11,280.0
1625350,8759061,12,280.0
1625966,8475898,8,110.0
1625996,8475898,9,110.0
1626057,8475898,11,112.0
1627273,8476036,7,145.0
1627304,8476036,8,145.0
1627334,8476036,9,145.0
1627365,8476036,10,145.0
1627498,8476036,11,145.0
1627504,8476036,12,145.0
1632185,8484166,4,300.0
1632369,8484166,10,300.0
1632399,8484166,11,300.0
1632405,8484166,12,300.0
1632777,8490555,2,200.0
1633887,8607603,1,150.0
1633916,8607603,2,150.0
1634054,8607603,3,150.0
1634084,8607603,4,150.0
1634115,8607603,5,150.0
1634145,8607603,6,150.0
1634176,8607603,7,150.0
1634207,8607603,8,150.0
1634237,8607603,9,150.0
1634268,8607603,10,150.0
1634298,8607603,11,150.0
1634304,8607603,12,150.0
1635259,8776772,1,300.0
1635288,8776772,2,300.0
1635319,8776772,3,250.0
1636761,8778725,1,80.0
1636790,8778725,2,80.0
1636821,8778725,3,80.0
1636851,8778725,4,80.0
1636882,8778725,5,88.0
1636912,8778725,6,80.0
1636943,8778725,7,88.0
1636974,8778725,8,80.0
1637004,8778725,9,80.0
1637035,8778725,10,80.0
1637065,8778725,11,80.0
1637071,8778725,12,80.0
1637520,8786022,2,220.0
1637551,8786022,3,260.0
1637612,8786022,5,280.0
1637642,8786022,6,280.0
1637673,8786022,7,280.0
1637704,8786022,8,260.0
1637765,8786022,10,280.0
1637795,8786022,11,280.0
1637801,8786022,12,280.0
1639179,8786196,4,280.0
1639210,8786196,5,280.0
1639240,8786196,6,280.0
1639547,8786196,7,280.0
1639578,8786196,8,280.0
1639608,8786196,9,280.0
1639639,8786196,10,280.0
1639669,8786196,11,280.0
1639675,8786196,12,280.0
1639820,8786641,4,300.0
1642240,8789423,1,75.0
1642269,8789423,2,52.0
1642467,8789423,4,50.0
1642498,8789423,5,50.0
1642528,8789423,6,50.0
1642559,8789423,7,50.0
1642590,8789423,8,50.0
1642620,8789423,9,50.0
1642651,8789423,10,52.0
1642681,8789423,11,62.0
1642687,8789423,12,62.0
1644276,8792547,2,44.0
1644490,8625086,9,157.0
1644658,8625086,10,157.0
1644688,8625086,11,157.0
1644694,8625086,12,157.0
1645023,8792635,1,100.0
1645113,8792635,4,100.0
1645205,8792635,7,132.0
1646026,8792777,1,160.0
1646055,8792777,2,160.0
1646086,8792777,3,160.0
1646116,8792777,4,160.0
1646147,8792777,5,160.0
1646177,8792777,6,160.0
1647614,8502436,1,159.0
1647643,8502436,2,159.0
1648175,8502436,3,159.0
1648479,8638312,1,129.0
1648510,8638312,2,129.0
1648576,8638312,3,139.0
1648606,8638312,4,139.0
1648739,8638312,5,139.0
1649193,8638312,6,139.0
1649498,8638312,7,129.0
1649636,8638312,8,139.0
1649666,8638312,9,139.0
1649697,8638312,10,129.0
1649727,8638312,11,139.0
1649733,8638312,12,139.0
1650846,8641456,2,65.0
1651374,8641456,3,50.0
1651455,8641456,4,50.0
1651486,8641456,5,50.0
1651516,8641456,6,50.0
1651547,8641456,7,65.0
1651578,8641456,8,50.0
1651634,8809467,1,60.0
1651663,8809467,2,60.0
1651687,8641456,9,50.0
1651718,8641456,10,65.0
1651748,8641456,11,50.0
1651754,8641456,12,50.0
1652123,8809467,3,60.0
1652153,8809467,4,60.0
1652184,8809467,5,60.0
1652336,8809467,6,60.0
1652367,8809467,7,66.0
1652398,8809467,8,60.0
1652428,8809467,9,60.0
1652605,8809467,10,60.0
1652635,8809467,11,60.0
1652641,8809467,12,60.0
1653019,8511647,1,164.0
1653048,8511647,2,164.0
1653079,8511647,3,144.0
1653109,8511647,4,144.0
1653140,8511647,5,144.0
1654241,8642036,3,229.0
1654271,8642036,4,310.0
1654302,8642036,5,269.0
1654358,8642036,6,272.0
1654680,8513567,1,110.0
1655035,8642036,7,354.0
1655066,8642036,8,442.0
1655096,8642036,9,315.0
1655383,8513567,3,110.0
1655413,8513567,4,125.0
1655474,8513567,6,118.0
1655505,8513567,7,130.0
1655536,8513567,8,110.0
1655566,8513567,9,89.0
1655625,8642036,10,408.0
1655765,8513567,10,102.0
1655795,8513567,11,115.0
1655801,8513567,12,110.0
1655806,8642036,11,254.0
1655812,8642036,12,263.0
1656676,8515188,7,170.0
1658385,8835898,2,53.0
1659121,8644656,1,239.0
1660309,8526572,1,195.0
1660338,8526572,2,195.0
1660369,8526572,3,175.0
1660673,8526572,4,175.0
1660704,8526572,5,175.0
1660734,8526572,6,175.0
1660765,8526572,7,195.0
1660796,8526572,8,175.0
1660826,8526572,9,175.0
1660857,8526572,10,195.0
1660887,8526572,11,175.0
1660893,8526572,12,175.0
1661037,8645335,1,130.0
1661066,8645335,2,130.0
1661097,8645335,3,130.0
1661900,8645335,4,130.0
1662068,8645335,5,130.0
1662098,8645335,6,130.0
1662129,8645335,7,130.0
1662175,8645335,8,132.0
1662580,8528103,9,69.0
1662611,8528103,10,77.0
1662641,8528103,11,76.0
1662647,8528103,12,76.0
1663296,8854011,5,180.0
1663612,8528299,1,320.0
1663641,8528299,2,320.0
1663702,8528299,4,320.0
1665071,8532903,8,425.0
1665101,8532903,9,425.0
1665132,8532903,10,425.0
1665162,8532903,11,425.0
1665168,8532903,12,425.0
1668857,8660262,1,95.0
1668886,8660262,2,95.0
1668917,8660262,3,95.0
1669318,8660262,5,95.0
1669433,8660262,6,95.0
1669464,8660262,7,95.0
1669731,8660262,8,95.0
1669761,8660262,9,95.0
1669792,8660262,10,95.0
1669891,8660262,11,95.0
1669897,8660262,12,95.0
1670498,8660698,2,95.0
1670659,9031877,5,160.0
1671246,8863859,3,150.0
1671337,8863859,6,150.0
1671564,8863859,8,150.0
1671655,8863859,11,150.0
1671871,8866137,1,250.0
1671900,8866137,2,250.0
1674176,8873233,1,175.0
1674205,8873233,2,175.0
1674512,8873233,3,175.0
1674603,8873233,6,175.0
1674634,8873233,7,175.0
1674665,8873233,8,175.0
1674695,8873233,9,175.0
1674726,8873233,10,175.0
1674756,8873233,11,175.0
1674762,8873233,12,175.0
1676166,9040505,7,265.0
1676197,9040505,8,265.0
1677826,8681273,1,200.0
1677988,8681273,2,200.0
1678063,8681273,3,200.0
1678147,8681273,4,360.0
1678178,8681273,5,200.0
1679511,8693265,1,350.0
1679540,8693265,2,350.0
1679568,8877094,3,175.0
1679629,8877094,5,175.0
1679668,8877094,6,175.0
1679699,8877094,7,175.0
1679730,8877094,8,175.0
1679760,8877094,9,175.0
1679785,8693265,3,350.0
1679815,8693265,4,350.0
1679846,8693265,5,350.0
1679893,8877094,10,175.0
1679923,8877094,11,175.0
1679929,8877094,12,175.0
1679935,8693265,6,350.0
1680029,8693265,7,350.0
1680060,8693265,8,350.0
1680090,8693265,9,350.0
1680153,8693265,10,350.0
1680183,8693265,11,350.0
1680189,8693265,12,350.0
1681975,8879722,1,170.0
1682007,8879722,2,170.0
1682038,8879722,3,170.0
1682193,8879722,5,170.0
1682285,8879722,8,170.0
1682315,8879722,9,170.0
1682346,8879722,10,170.0
1682376,8879722,11,170.0
1682382,8879722,12,170.0
1683927,8880908,2,230.0
1683988,8880908,4,444.0
1684227,8880908,6,200.0
1684350,8880908,10,200.0
1684386,8880908,12,250.0
1687592,8700800,1,150.0
1689437,8902074,1,150.0
1689466,8902074,2,150.0
1689545,8902074,3,130.0
1691649,8912201,4,160.0
1691741,8912201,7,175.0
1692168,9062944,1,286.0
1696354,8917053,1,89.0
1696383,8917053,2,89.0
1696688,8917053,3,78.0
1697184,8917053,4,78.0
1697215,8917053,5,78.0
1697245,8917053,6,78.0
1697438,8917053,7,89.0
1697469,8917053,8,78.0
1697510,8917053,9,78.0
1697541,8917053,10,89.0
1697571,8917053,11,78.0
1697577,8917053,12,78.0
1697632,8918188,1,99.0
1697661,8918188,2,99.0
1697692,8918188,3,79.0
1697722,8918188,4,79.0
1697753,8918188,5,79.0
1697783,8918188,6,79.0
1697996,8918188,7,99.0
1698027,8918188,8,79.0
1698057,8918188,9,79.0
1698623,8918188,10,99.0
1698653,8918188,11,79.0
1698659,8918188,12,79.0
1698878,8919364,3,62.0
1699452,9181640,1,99.0
1699606,8920212,1,695.0
1699635,8920212,2,695.0
1699660,9181640,2,92.0
1699756,9181640,3,95.0
1699803,9083199,3,220.0
1699833,8920212,3,695.0
1699863,8920212,4,695.0
1699894,8920212,5,695.0
1699924,8920212,6,695.0
1699955,8920212,7,695.0
1699986,8920212,8,695.0
1700016,8920212,9,695.0
1700047,8920212,10,695.0
1700077,8920212,11,695.0
1700083,8920212,12,695.0
1700086,9181640,4,120.0
1700117,9181640,5,100.0
1700206,9083199,6,220.0
1700237,9083199,7,220.0
1700268,9083199,8,220.0
1700298,9083199,9,220.0
1700329,9083199,10,220.0
1700408,9181640,6,100.0
1700439,9181640,7,105.0
1700470,9181640,8,100.0
1700500,9181640,9,100.0
1700510,8921550,1,120.0
1700539,8921550,2,120.0
1700603,9083199,11,220.0
1700609,9083199,12,220.0
1700684,9181640,10,105.0
1700712,8921550,4,120.0
1700728,9181640,11,95.0
1700734,9181640,12,95.0
1700946,8921550,5,120.0
1703686,9088830,1,40.0
1703715,9088830,2,40.0
1703746,9088830,3,40.0
1703776,9088830,4,40.0
1703900,9088830,5,40.0
1704062,9088830,6,40.0
1704093,9088830,7,40.0
1704129,8933102,1,504.0
1704189,8933102,3,616.0
1704219,8933102,4,672.0
1704250,8933102,5,588.0
1704280,8933102,6,537.0
1704311,8933102,7,588.0
1704338,9088830,8,40.0
1704368,9088830,9,40.0
1704399,9088830,10,51.0
1704429,9088830,11,65.0
1704435,9088830,12,65.0
1704642,8933102,8,548.0
1704672,8933102,9,560.0
1704703,8933102,10,554.0
1704733,8933102,11,425.0
1704739,8933102,12,554.0
1705749,8933869,7,157.0
1707302,8945914,6,70.0
1707333,8945914,7,70.0
1707364,8945914,8,70.0
1707394,8945914,9,70.0
1707474,9095867,1,140.0
1707503,9095867,2,135.0
1707534,9095867,3,140.0
1707595,9095867,5,150.0
1707625,9095867,6,155.0
1707717,9095867,9,150.0
1707748,9095867,10,140.0
1707778,9095867,11,135.0
1707784,9095867,12,135.0
1708033,8945914,10,70.0
1708063,8945914,11,70.0
1708069,8945914,12,70.0
1708150,8946277,1,85.0
1708179,8946277,2,85.0
1708808,8946277,3,88.0
1708869,8946277,5,74.0
1709071,9103375,1,99.0
1709471,9103375,2,99.0
1709502,9103375,3,89.0
1709532,9103375,4,89.0
1709563,9103375,5,89.0
1709641,9103375,6,89.0
1709672,9103375,7,99.0
1709703,9103375,8,89.0
1709733,9103375,9,89.0
1710053,9103375,10,99.0
1710083,9103375,11,89.0
1710089,9103375,12,89.0
1710997,9103703,3,115.0
1711543,9104050,1,165.0
1711642,8954088,1,500.0
1711671,8954088,2,500.0
1711972,9104050,3,300.0
1713886,8958006,9,110.0
1713917,8958006,10,110.0
1713947,8958006,11,110.0
1713953,8958006,12,110.0
1718866,8971928,8,150.0
1718896,8971928,9,150.0
1718927,8971928,10,153.0
1718957,8971928,11,155.0
1718963,8971928,12,155.0
1718968,9108470,4,175.0
1719091,9108470,8,95.0
1719177,9108470,9,95.0
1719208,9108470,10,95.0
1719238,9108470,11,95.0
1719244,9108470,12,95.0
1722721,8981648,1,90.0
1722887,8981648,2,90.0
1723091,9197369,1,200.0
1723120,9197369,2,200.0
1723151,9197369,3,200.0
1723403,9197369,4,200.0
1723434,9197369,5,200.0
1723464,9197369,6,200.0
1723726,9197369,7,200.0
1723757,9197369,8,200.0
1723787,9197369,9,200.0
1723865,9197369,10,219.0
1723895,9197369,11,221.0
1723901,9197369,12,221.0
1725236,9115414,3,55.0
1725324,9115414,4,55.0
1725355,9115414,5,55.0
1726390,8986191,4,275.0
1726421,8986191,5,300.0
1726451,8986191,6,275.0
1726663,8986191,8,275.0
1726693,8986191,9,275.0
1728586,9003963,2,100.0
1728617,9003963,3,130.0
1728708,9003963,6,140.0
1728739,9003963,7,140.0
1728770,9003963,8,140.0
1728800,9003963,9,130.0
1728831,9003963,10,130.0
1728861,9003963,11,120.0
1728867,9003963,12,120.0
1733677,9132701,1,90.0
1733706,9132701,2,90.0
1734005,9132701,3,85.0
1734260,9132701,4,85.0
1734291,9132701,5,85.0
1734321,9132701,6,85.0
1734413,9132701,9,85.0
1734444,9132701,10,90.0
1734474,9132701,11,85.0
1734480,9132701,12,85.0
1736651,9021865,6,400.0
1736682,9021865,7,400.0
1736713,9021865,8,400.0
1736743,9021865,9,400.0
1736774,9021865,10,400.0
1736804,9021865,11,400.0
1736810,9021865,12,400.0
1736815,9133722,4,99.0
1737013,9022717,1,175.0
1739251,9135417,1,95.0
1739280,9135417,2,95.0
1739311,9135417,3,95.0
1739341,9135417,4,95.0
1739372,9135417,5,95.0
1741927,9223993,1,115.0
1741956,9223993,2,115.0
1741987,9223993,3,115.0
1742076,9223993,4,115.0
1742147,9223993,5,115.0
1742199,9223993,6,115.0
1742345,9223993,7,115.0
1742376,9223993,8,115.0
1742406,9223993,9,115.0
1742437,9223993,10,115.0
1742467,9223993,11,115.0
1742473,9223993,12,115.0
1748140,9248684,1,58.0
1748169,9248684,2,58.0
1748305,9248684,3,45.0
1748335,9248684,4,45.0
1748366,9248684,5,45.0
1748396,9248684,6,45.0
1748427,9248684,7,58.0
1748458,9248684,8,45.0
1748488,9248684,9,45.0
1748519,9248684,10,58.0
1748549,9248684,11,45.0
1748555,9248684,12,45.0
1749965,9342404,1,400.0
1750817,9252278,8,75.0
1750847,9252278,9,75.0
1752811,9343414,1,89.0
1752840,9343414,2,119.0
1752871,9343414,3,199.0
1753030,9254675,1,50.0
1753059,9254675,2,50.0
1753591,9343414,5,299.0
1753621,9343414,6,199.0
1753652,9343414,7,978.0
1753683,9343414,8,89.0
1753713,9343414,9,89.0
1753744,9343414,10,108.0
1753774,9343414,11,119.0
1753780,9343414,12,123.0
1754049,9254675,3,50.0
1755571,9343949,1,64.0
1755631,9343949,3,60.0
1755775,9343949,5,85.0
1755836,9343949,7,62.0
1755867,9343949,8,67.0
1756800,9470327,1,280.0
1756953,9470327,3,280.0
1757760,9470327,11,280.0
1757766,9470327,12,280.0
1760226,9471603,1,95.0
1760255,9471603,2,95.0
1762231,9355281,1,135.0
1762301,9355281,2,130.0
1762795,9355281,9,130.0
1762826,9355281,10,130.0
1762856,9355281,11,130.0
1762862,9355281,12,130.0
1763601,9474404,1,48.0
1763963,9474404,3,48.0
1764253,9474404,8,48.0
1764283,9474404,9,48.0
1764314,9474404,10,48.0
1764344,9474404,11,51.0
1764350,9474404,12,51.0
1764552,9476335,1,125.0
1768117,9357923,10,119.0
1768147,9357923,11,119.0
1768153,9357923,12,119.0
1769121,9362278,1,680.0
1769150,9362278,2,680.0
1769272,9362278,3,555.0
1769302,9362278,4,555.0
1769333,9362278,5,555.0
1769729,9485867,1,125.0
1769758,9485867,2,125.0
1769806,9485867,3,105.0
1769836,9485867,4,105.0
1769867,9485867,5,105.0
1769897,9485867,6,105.0
1769928,9485867,7,125.0
1769959,9485867,8,105.0
1769989,9485867,9,105.0
1770020,9485867,10,125.0
1770050,9485867,11,105.0
1770056,9485867,12,105.0
1772591,9272999,1,55.0
1772620,9272999,2,77.0
1775093,9273467,1,78.0
1775122,9273467,2,108.0
1775248,9273467,3,108.0
1775464,9273467,4,108.0
1775628,9273467,5,108.0
1775658,9273467,6,108.0
1775689,9273467,7,108.0
1775720,9273467,8,108.0
1775752,9273467,9,108.0
1775783,9273467,10,108.0
1775813,9273467,11,108.0
1775819,9273467,12,108.0
1779976,9509889,2,180.0
1780128,9509889,3,99.0
1780158,9509889,4,200.0
1780189,9509889,5,200.0
1783754,9521467,11,175.0
1783760,9521467,12,175.0
1784659,9523666,12,304.0
1786053,9399527,1,145.0
1786082,9399527,2,145.0
1786113,9399527,3,145.0
1786232,9399527,4,145.0
1786263,9399527,5,145.0
1786293,9399527,6,145.0
1786324,9399527,7,145.0
1786355,9399527,8,145.0
1786397,9528440,5,195.0
1786582,9399527,9,145.0
1786613,9399527,10,145.0
1786643,9399527,11,145.0
1786649,9399527,12,145.0
1786765,9402905,2,95.0
1788517,9530785,1,300.0
1788546,9530785,2,300.0
1788624,9530785,3,250.0
1788744,9530785,4,250.0
1788775,9530785,5,250.0
1788805,9530785,6,250.0
1788836,9530785,7,300.0
1788867,9530785,8,250.0
1788897,9530785,9,250.0
1788928,9530785,10,300.0
1788958,9530785,11,250.0
1788964,9530785,12,250.0
1792828,9322352,1,120.0
1792857,9322352,2,120.0
1792909,9410136,1,100.0
1792938,9410136,2,100.0
1793011,9410136,3,90.0
1793034,9322352,3,120.0
1793232,9410136,5,140.0
1793435,9322352,5,120.0
1793849,9542708,1,99.0
1793878,9542708,2,90.0
1795811,9323047,10,151.0
1795841,9323047,11,150.0
1795847,9323047,12,150.0
1796119,9544602,4,400.0
1797666,9323377,8,190.0
1797953,9323377,10,190.0
1797983,9323377,11,130.0
1797989,9323377,12,190.0
1798718,9554582,11,745.0
1799322,9557653,3,86.0
1799352,9557653,4,110.0
1799383,9557653,5,100.0
1799413,9557653,6,100.0
1799807,9557653,7,120.0
1799838,9557653,8,86.0
1799868,9557653,9,86.0
1799899,9557653,10,95.0
1800145,9557653,11,86.0
1800151,9557653,12,86.0
1802380,9444516,7,449.0
1802411,9444516,8,299.0
1807049,9574623,3,123.0
1807079,9574623,4,480.0
1807110,9574623,5,189.0
1807140,9574623,6,142.0
1807171,9574623,7,268.0
1807202,9574623,8,203.0
1807232,9574623,9,192.0
1807263,9574623,10,172.0
1807614,9574623,11,156.0
1807620,9574623,12,233.0
1807928,9456482,2,150.0
1807940,9574738,2,85.0
1808039,9574738,4,480.0
1808070,9574738,5,191.0
1808100,9574738,6,142.0
1808131,9574738,7,268.0
1808162,9574738,8,203.0
1808601,9574738,9,192.0
1808632,9574738,10,172.0
1808662,9574738,11,156.0
1808668,9574738,12,233.0
1809362,9613135,1,75.0
1811033,9584081,2,165.0
1812223,9584580,1,119.0
1812252,9584580,2,139.0
1812283,9584580,3,149.0
1812344,9584580,5,149.0
1812494,9459937,2,450.0
1812834,9459937,4,450.0
1812926,9459937,7,500.0
1813516,9619832,1,300.0
1813545,9619832,2,300.0
1813779,9619832,3,300.0
1813809,9619832,4,300.0
1813840,9619832,5,300.0
1813870,9619832,6,300.0
1814045,9460078,11,95.0
1814051,9460078,12,95.0
1814578,9619832,7,300.0
1814609,9619832,8,300.0
1814639,9619832,9,300.0
1814670,9619832,10,300.0
1814700,9619832,11,300.0
1814706,9619832,12,300.0
1815048,9620094,1,113.0
1815077,9620094,2,272.0
1815322,9620094,3,240.0
1815522,9620094,4,400.0
1815553,9620094,5,240.0
1815583,9620094,6,280.0
1815781,9620094,7,280.0
1815812,9620094,8,280.0
1815842,9620094,9,320.0
1815977,9620094,10,320.0
1816479,9586685,1,195.0
1817632,9586821,1,220.0
1817784,9586821,2,220.0
1817815,9586821,3,230.0
1817845,9586821,4,230.0
1819052,9629614,2,350.0
1821127,9629640,1,80.0
1821156,9629640,2,80.0
1821187,9629640,3,80.0
1821278,9629640,5,80.0
1821308,9629640,6,80.0
1821339,9629640,7,80.0
1821370,9629640,8,80.0
1821507,9629640,9,80.0
1821966,9629640,10,80.0
1822069,9629640,11,80.0
1822075,9629640,12,80.0
1822633,9631819,2,129.0
1822664,9631819,3,129.0
1823078,9631819,5,129.0
1823108,9631819,6,129.0
1823139,9631819,7,129.0
1823170,9631819,8,129.0
1823262,9631819,9,129.0
1823293,9631819,10,129.0
1823323,9631819,11,129.0
1823329,9631819,12,129.0
1823825,9632913,1,95.0
1823915,9632913,4,103.0
1823976,9632913,6,103.0
1824143,9632913,7,103.0
1824174,9632913,8,103.0
1824204,9632913,9,103.0
1824235,9632913,10,103.0
1824265,9632913,11,103.0
1824271,9632913,12,103.0
1824439,9599370,1,150.0
1824468,9599370,2,150.0
1824499,9599370,3,150.0
1824529,9599370,4,150.0
1824560,9599370,5,150.0
1824590,9599370,6,150.0
1824621,9599370,7,150.0
1824861,9599370,8,150.0
1824891,9599370,9,150.0
1824922,9599370,10,150.0
1824952,9599370,11,150.0
1824958,9599370,12,150.0
1827535,9747974,1,200.0
1827564,9747974,2,200.0
1827595,9747974,3,200.0
1827793,9747974,4,200.0
1827824,9747974,5,200.0
1828234,9603798,2,95.0
1834074,9769837,1,150.0
1834103,9769837,2,150.0
1834134,9769837,3,150.0
1834164,9769837,4,150.0
1834238,9769837,5,150.0
1834268,9769837,6,150.0
1834446,9769837,7,150.0
1834477,9769837,8,150.0
1834507,9769837,9,150.0
1834538,9769837,10,150.0
1834568,9769837,11,150.0
1834574,9769837,12,150.0
1835826,9650371,1,140.0
1835855,9650371,2,140.0
1835886,9650371,3,120.0
1836188,9650371,4,120.0
1836508,9650371,5,120.0
1836538,9650371,6,120.0
1836569,9650371,7,140.0
1836600,9650371,8,120.0
1836630,9650371,9,120.0
1836661,9650371,10,140.0
1836779,9650371,11,120.0
1836785,9650371,12,120.0
1836876,9896768,1,400.0
1836905,9896768,2,400.0
1837199,9896768,3,400.0
1837229,9896768,4,400.0
1837260,9896768,5,400.0
1837290,9896768,6,400.0
1837560,9896768,7,400.0
1837591,9896768,8,400.0
1837621,9896768,9,400.0
1837652,9896768,10,400.0
1837682,9896768,11,400.0
1837688,9896768,12,400.0
1839350,9903960,3,174.0
1839673,9903960,9,185.0
1840236,9903960,10,185.0
1840266,9903960,11,185.0
1840272,9903960,12,185.0
1840615,9905159,1,100.0
1840644,9905159,2,100.0
1840755,9784795,1,580.0
1840784,9784795,2,580.0
1840815,9784795,3,450.0
1841301,9784795,10,580.0
1841331,9784795,11,450.0
1841337,9784795,12,450.0
1842454,9919759,1,295.0
1842483,9919759,2,295.0
1842514,9919759,3,295.0
1842669,9919759,4,295.0
1842700,9919759,5,295.0
1842730,9919759,6,295.0
